,Alex,Bob,Win,Hand,Deck
3142,0,0,0,0,54
3143,0,1,0,1,54
3144,0,2,0,1,54
3145,1,0,0,1,54
3146,1,1,0,1,54
3147,0,1,0,2,54
3148,0,2,0,2,54
3149,0,3,0,2,54
3150,1,0,0,2,54
3151,1,1,0,2,54
3152,1,2,0,2,54
3153,1,3,0,2,54
3154,2,0,0,2,54
3155,2,1,0,2,54
3156,2,2,0,2,54
3157,0,1,0,3,54
3158,0,2,0,3,54
3159,0,3,0,3,54
3160,0,4,0,3,54
3161,0,5,0,3,54
3162,1,1,0,3,54
3163,1,2,0,3,54
3164,1,3,0,3,54
3165,1,4,0,3,54
3166,1,5,0,3,54
3167,2,0,0,3,54
3168,2,1,0,3,54
3169,2,2,0,3,54
3170,2,3,0,3,54
3171,2,4,0,3,54
3172,3,0,0,3,54
3173,3,1,0,3,54
3174,3,2,0,3,54
3175,3,3,0,3,54
3176,4,1,0,3,54
3177,4,2,0,3,54
3178,2,5,0,4,54
3179,2,6,0,4,54
3180,3,4,0,4,54
3181,3,5,0,4,54
3182,3,6,0,4,54
3183,4,3,0,4,54
3184,4,4,0,4,54
3185,4,5,0,4,54
3186,4,6,0,4,54
3187,5,3,0,4,54
3188,5,4,0,4,54
3189,5,5,0,4,54
3190,6,2,0,4,54
3191,6,3,0,4,54
3192,6,4,0,4,54
3193,0,0,1,4,54
3194,0,0,2,4,54
3195,4,6,0,5,54
3196,5,5,0,5,54
3197,5,6,0,5,54
3198,6,4,0,5,54
3199,6,5,0,5,54
3200,6,6,0,5,54
3201,0,0,1,5,54
3202,0,0,2,5,54
3203,0,0,0,0,55
3204,0,1,0,1,55
3205,1,0,0,1,55
3206,1,1,0,1,55
3207,2,0,0,1,55
3208,2,2,0,2,55
3209,3,1,0,2,55
3210,3,2,0,2,55
3211,4,1,0,2,55
3212,2,5,0,3,55
3213,3,3,0,3,55
3214,3,4,0,3,55
3215,3,5,0,3,55
3216,4,2,0,3,55
3217,4,3,0,3,55
3218,4,4,0,3,55
3219,5,1,0,3,55
3220,5,2,0,3,55
3221,5,3,0,3,55
3222,6,1,0,3,55
3223,6,2,0,3,55
3224,0,0,1,3,55
3225,2,6,0,4,55
3226,3,5,0,4,55
3227,3,6,0,4,55
3228,4,4,0,4,55
3229,4,5,0,4,55
3230,5,3,0,4,55
3231,5,4,0,4,55
3232,6,2,0,4,55
3233,6,3,0,4,55
3234,0,0,1,4,55
3235,0,0,2,4,55
3236,4,6,0,5,55
3237,5,5,0,5,55
3238,5,6,0,5,55
3239,6,4,0,5,55
3240,6,5,0,5,55
3241,0,0,1,5,55
3242,0,0,2,5,55
3243,0,0,0,0,56
3244,0,0,0,1,56
3245,0,1,0,1,56
3246,0,1,0,2,56
3247,0,2,0,2,56
3248,1,0,0,2,56
3249,1,1,0,2,56
3250,2,0,0,2,56
3251,0,1,0,3,56
3252,0,2,0,3,56
3253,1,0,0,3,56
3254,1,1,0,3,56
3255,2,0,0,3,56
3256,1,3,0,4,56
3257,1,4,0,4,56
3258,1,5,0,4,56
3259,2,2,0,4,56
3260,2,3,0,4,56
3261,2,4,0,4,56
3262,2,5,0,4,56
3263,3,1,0,4,56
3264,3,2,0,4,56
3265,3,3,0,4,56
3266,3,4,0,4,56
3267,4,1,0,4,56
3268,4,2,0,4,56
3269,4,3,0,4,56
3270,5,1,0,4,56
3271,5,2,0,4,56
3272,6,1,0,4,56
3273,1,5,0,5,56
3274,1,6,0,5,56
3275,2,4,0,5,56
3276,2,5,0,5,56
3277,2,6,0,5,56
3278,3,3,0,5,56
3279,3,4,0,5,56
3280,3,5,0,5,56
3281,4,2,0,5,56
3282,4,3,0,5,56
3283,4,4,0,5,56
3284,5,1,0,5,56
3285,5,2,0,5,56
3286,5,3,0,5,56
3287,5,4,0,5,56
3288,6,1,0,5,56
3289,6,2,0,5,56
3290,6,3,0,5,56
3291,0,0,1,5,56
3292,0,0,0,0,57
3293,0,0,0,1,57
3294,0,1,0,1,57
3295,0,2,0,1,57
3296,0,3,0,1,57
3297,1,0,0,1,57
3298,1,1,0,1,57
3299,1,2,0,1,57
3300,2,0,0,1,57
3301,0,3,0,2,57
3302,0,4,0,2,57
3303,1,2,0,2,57
3304,1,3,0,2,57
3305,2,1,0,2,57
3306,2,2,0,2,57
3307,3,0,0,2,57
3308,3,1,0,2,57
3309,4,0,0,2,57
3310,0,6,0,3,57
3311,1,5,0,3,57
3312,1,6,0,3,57
3313,2,4,0,3,57
3314,2,5,0,3,57
3315,3,3,0,3,57
3316,3,4,0,3,57
3317,4,2,0,3,57
3318,4,3,0,3,57
3319,5,1,0,3,57
3320,5,2,0,3,57
3321,6,0,0,3,57
3322,6,1,0,3,57
3323,0,0,1,3,57
3324,0,6,0,4,57
3325,1,5,0,4,57
3326,1,6,0,4,57
3327,2,4,0,4,57
3328,2,5,0,4,57
3329,2,6,0,4,57
3330,3,3,0,4,57
3331,3,4,0,4,57
3332,3,5,0,4,57
3333,3,6,0,4,57
3334,4,2,0,4,57
3335,4,3,0,4,57
3336,4,4,0,4,57
3337,4,5,0,4,57
3338,5,1,0,4,57
3339,5,2,0,4,57
3340,5,3,0,4,57
3341,5,4,0,4,57
3342,6,0,0,4,57
3343,6,1,0,4,57
3344,6,2,0,4,57
3345,6,3,0,4,57
3346,0,0,1,4,57
3347,0,0,2,4,57
3348,1,6,0,5,57
3349,2,5,0,5,57
3350,2,6,0,5,57
3351,3,4,0,5,57
3352,3,5,0,5,57
3353,3,6,0,5,57
3354,4,3,0,5,57
3355,4,4,0,5,57
3356,4,5,0,5,57
3357,4,6,0,5,57
3358,5,2,0,5,57
3359,5,3,0,5,57
3360,5,4,0,5,57
3361,5,5,0,5,57
3362,5,6,0,5,57
3363,6,1,0,5,57
3364,6,2,0,5,57
3365,6,3,0,5,57
3366,6,4,0,5,57
3367,6,5,0,5,57
3368,0,0,1,5,57
3369,0,0,2,5,57
3370,0,0,0,0,58
3371,0,0,0,1,58
3372,0,1,0,1,58
3373,1,0,0,1,58
3374,1,1,0,2,58
3375,1,2,0,2,58
3376,1,3,0,2,58
3377,2,0,0,2,58
3378,2,1,0,2,58
3379,2,2,0,2,58
3380,3,0,0,2,58
3381,3,1,0,2,58
3382,4,0,0,2,58
3383,1,4,0,3,58
3384,2,3,0,3,58
3385,3,2,0,3,58
3386,3,3,0,3,58
3387,4,1,0,3,58
3388,4,2,0,3,58
3389,5,1,0,3,58
3390,2,6,0,4,58
3391,3,5,0,4,58
3392,3,6,0,4,58
3393,4,4,0,4,58
3394,4,5,0,4,58
3395,4,6,0,4,58
3396,5,3,0,4,58
3397,5,4,0,4,58
3398,5,5,0,4,58
3399,6,2,0,4,58
3400,6,3,0,4,58
3401,6,4,0,4,58
3402,0,0,1,4,58
3403,0,0,2,4,58
3404,3,5,0,5,58
3405,3,6,0,5,58
3406,4,4,0,5,58
3407,4,5,0,5,58
3408,4,6,0,5,58
3409,5,3,0,5,58
3410,5,4,0,5,58
3411,5,5,0,5,58
3412,6,2,0,5,58
3413,6,3,0,5,58
3414,6,4,0,5,58
3415,0,0,1,5,58
3416,0,0,2,5,58
3417,0,0,0,0,59
3418,0,0,0,1,59
3419,0,1,0,1,59
3420,0,2,0,1,59
3421,0,3,0,1,59
3422,0,2,0,2,59
3423,0,3,0,2,59
3424,0,4,0,2,59
3425,0,5,0,2,59
3426,1,1,0,2,59
3427,1,2,0,2,59
3428,1,3,0,2,59
3429,1,4,0,2,59
3430,2,0,0,2,59
3431,2,1,0,2,59
3432,2,2,0,2,59
3433,2,3,0,2,59
3434,3,0,0,2,59
3435,3,1,0,2,59
3436,3,2,0,2,59
3437,4,0,0,2,59
3438,4,1,0,2,59
3439,0,5,0,3,59
3440,0,6,0,3,59
3441,1,4,0,3,59
3442,1,5,0,3,59
3443,1,6,0,3,59
3444,2,3,0,3,59
3445,2,4,0,3,59
3446,2,5,0,3,59
3447,3,2,0,3,59
3448,3,3,0,3,59
3449,3,4,0,3,59
3450,4,1,0,3,59
3451,4,2,0,3,59
3452,4,3,0,3,59
3453,5,0,0,3,59
3454,5,1,0,3,59
3455,5,2,0,3,59
3456,6,0,0,3,59
3457,6,1,0,3,59
3458,0,0,2,3,59
3459,0,6,0,4,59
3460,1,5,0,4,59
3461,1,6,0,4,59
3462,2,4,0,4,59
3463,2,5,0,4,59
3464,2,6,0,4,59
3465,3,3,0,4,59
3466,3,4,0,4,59
3467,3,5,0,4,59
3468,4,2,0,4,59
3469,4,3,0,4,59
3470,4,4,0,4,59
3471,5,1,0,4,59
3472,5,2,0,4,59
3473,5,3,0,4,59
3474,6,0,0,4,59
3475,6,1,0,4,59
3476,6,2,0,4,59
3477,0,0,1,4,59
3478,0,0,2,4,59
3479,2,6,0,5,59
3480,3,5,0,5,59
3481,3,6,0,5,59
3482,4,4,0,5,59
3483,4,5,0,5,59
3484,4,6,0,5,59
3485,5,3,0,5,59
3486,5,4,0,5,59
3487,5,5,0,5,59
3488,6,2,0,5,59
3489,6,3,0,5,59
3490,6,4,0,5,59
3491,0,0,1,5,59
3492,0,0,2,5,59
3493,0,0,0,0,60
3494,0,1,0,1,60
3495,0,2,0,1,60
3496,0,2,0,2,60
3497,0,3,0,2,60
3498,1,1,0,2,60
3499,1,2,0,2,60
3500,1,3,0,2,60
3501,1,4,0,2,60
3502,2,1,0,2,60
3503,2,2,0,2,60
3504,2,3,0,2,60
3505,3,1,0,2,60
3506,3,2,0,2,60
3507,0,5,0,3,60
3508,0,6,0,3,60
3509,1,4,0,3,60
3510,1,5,0,3,60
3511,2,3,0,3,60
3512,2,4,0,3,60
3513,3,2,0,3,60
3514,3,3,0,3,60
3515,4,1,0,3,60
3516,4,2,0,3,60
3517,5,1,0,3,60
3518,0,6,0,4,60
3519,1,5,0,4,60
3520,1,6,0,4,60
3521,2,4,0,4,60
3522,2,5,0,4,60
3523,2,6,0,4,60
3524,3,3,0,4,60
3525,3,4,0,4,60
3526,3,5,0,4,60
3527,4,2,0,4,60
3528,4,3,0,4,60
3529,4,4,0,4,60
3530,5,1,0,4,60
3531,5,2,0,4,60
3532,5,3,0,4,60
3533,6,1,0,4,60
3534,0,0,2,4,60
3535,2,6,0,5,60
3536,3,5,0,5,60
3537,4,4,0,5,60
3538,5,3,0,5,60
3539,6,2,0,5,60
3540,0,0,1,5,60
3541,0,0,2,5,60
3542,0,0,0,0,61
3543,1,0,0,1,61
3544,1,1,0,1,61
3545,1,2,0,1,61
3546,2,2,0,1,61
3547,3,0,0,1,61
3548,2,4,0,2,61
3549,3,3,0,2,61
3550,4,2,0,2,61
3551,5,1,0,2,61
3552,2,4,0,3,61
3553,2,5,0,3,61
3554,2,6,0,3,61
3555,3,3,0,3,61
3556,3,4,0,3,61
3557,3,5,0,3,61
3558,4,2,0,3,61
3559,4,3,0,3,61
3560,4,4,0,3,61
3561,5,1,0,3,61
3562,5,2,0,3,61
3563,5,3,0,3,61
3564,6,1,0,3,61
3565,6,2,0,3,61
3566,0,0,1,3,61
3567,2,6,0,4,61
3568,3,5,0,4,61
3569,3,6,0,4,61
3570,4,4,0,4,61
3571,4,5,0,4,61
3572,4,6,0,4,61
3573,5,3,0,4,61
3574,5,4,0,4,61
3575,5,5,0,4,61
3576,5,6,0,4,61
3577,6,2,0,4,61
3578,6,3,0,4,61
3579,6,4,0,4,61
3580,6,5,0,4,61
3581,0,0,1,4,61
3582,0,0,2,4,61
3583,6,6,0,5,61
3584,0,0,1,5,61
3585,0,0,2,5,61
3586,0,0,0,0,62
3587,0,0,0,1,62
3588,0,1,0,1,62
3589,1,0,0,1,62
3590,2,1,0,2,62
3591,2,2,0,2,62
3592,3,0,0,2,62
3593,3,1,0,2,62
3594,3,2,0,2,62
3595,4,0,0,2,62
3596,4,1,0,2,62
3597,4,2,0,2,62
3598,5,0,0,2,62
3599,5,1,0,2,62
3600,6,0,0,2,62
3601,2,2,0,3,62
3602,2,3,0,3,62
3603,2,4,0,3,62
3604,2,5,0,3,62
3605,3,1,0,3,62
3606,3,2,0,3,62
3607,3,3,0,3,62
3608,3,4,0,3,62
3609,3,5,0,3,62
3610,4,0,0,3,62
3611,4,1,0,3,62
3612,4,2,0,3,62
3613,4,3,0,3,62
3614,4,4,0,3,62
3615,5,0,0,3,62
3616,5,1,0,3,62
3617,5,2,0,3,62
3618,5,3,0,3,62
3619,6,0,0,3,62
3620,6,1,0,3,62
3621,6,2,0,3,62
3622,0,0,1,3,62
3623,2,6,0,4,62
3624,3,5,0,4,62
3625,3,6,0,4,62
3626,4,4,0,4,62
3627,4,5,0,4,62
3628,4,6,0,4,62
3629,5,3,0,4,62
3630,5,4,0,4,62
3631,5,5,0,4,62
3632,6,2,0,4,62
3633,6,3,0,4,62
3634,6,4,0,4,62
3635,0,0,1,4,62
3636,0,0,2,4,62
3637,4,6,0,5,62
3638,5,5,0,5,62
3639,5,6,0,5,62
3640,6,4,0,5,62
3641,6,5,0,5,62
3642,0,0,1,5,62
3643,0,0,2,5,62
3644,0,0,0,0,63
3645,0,0,0,1,63
3646,0,1,0,1,63
3647,1,0,0,1,63
3648,0,1,0,2,63
3649,0,2,0,2,63
3650,1,0,0,2,63
3651,1,1,0,2,63
3652,2,0,0,2,63
3653,0,1,0,3,63
3654,0,2,0,3,63
3655,1,0,0,3,63
3656,1,1,0,3,63
3657,1,2,0,3,63
3658,2,0,0,3,63
3659,2,1,0,3,63
3660,3,0,0,3,63
3661,0,1,0,4,63
3662,0,2,0,4,63
3663,0,3,0,4,63
3664,1,0,0,4,63
3665,1,1,0,4,63
3666,1,2,0,4,63
3667,1,3,0,4,63
3668,2,0,0,4,63
3669,2,1,0,4,63
3670,2,2,0,4,63
3671,2,3,0,4,63
3672,3,0,0,4,63
3673,3,1,0,4,63
3674,3,2,0,4,63
3675,4,0,0,4,63
3676,4,1,0,4,63
3677,5,0,0,4,63
3678,0,6,0,5,63
3679,1,5,0,5,63
3680,1,6,0,5,63
3681,2,4,0,5,63
3682,2,5,0,5,63
3683,2,6,0,5,63
3684,3,3,0,5,63
3685,3,4,0,5,63
3686,3,5,0,5,63
3687,3,6,0,5,63
3688,4,2,0,5,63
3689,4,3,0,5,63
3690,4,4,0,5,63
3691,4,5,0,5,63
3692,5,1,0,5,63
3693,5,2,0,5,63
3694,5,3,0,5,63
3695,5,4,0,5,63
3696,6,1,0,5,63
3697,6,2,0,5,63
3698,6,3,0,5,63
3699,0,0,1,5,63
3700,0,0,2,5,63
3701,0,0,0,0,64
3702,0,1,0,1,64
3703,0,2,0,1,64
3704,0,3,0,1,64
3705,1,0,0,1,64
3706,1,1,0,1,64
3707,1,2,0,1,64
3708,1,3,0,1,64
3709,2,0,0,1,64
3710,2,1,0,1,64
3711,2,2,0,1,64
3712,3,0,0,1,64
3713,3,1,0,1,64
3714,4,0,0,1,64
3715,0,1,0,2,64
3716,0,2,0,2,64
3717,0,3,0,2,64
3718,0,4,0,2,64
3719,1,0,0,2,64
3720,1,1,0,2,64
3721,1,2,0,2,64
3722,1,3,0,2,64
3723,2,0,0,2,64
3724,2,1,0,2,64
3725,2,2,0,2,64
3726,3,0,0,2,64
3727,3,1,0,2,64
3728,4,0,0,2,64
3729,0,3,0,3,64
3730,0,4,0,3,64
3731,0,5,0,3,64
3732,0,6,0,3,64
3733,1,1,0,3,64
3734,1,2,0,3,64
3735,1,3,0,3,64
3736,1,4,0,3,64
3737,1,5,0,3,64
3738,2,0,0,3,64
3739,2,1,0,3,64
3740,2,2,0,3,64
3741,2,3,0,3,64
3742,2,4,0,3,64
3743,3,0,0,3,64
3744,3,1,0,3,64
3745,3,2,0,3,64
3746,3,3,0,3,64
3747,4,0,0,3,64
3748,4,1,0,3,64
3749,4,2,0,3,64
3750,5,0,0,3,64
3751,5,1,0,3,64
3752,6,0,0,3,64
3753,1,6,0,4,64
3754,2,5,0,4,64
3755,3,4,0,4,64
3756,4,3,0,4,64
3757,5,2,0,4,64
3758,6,1,0,4,64
3759,0,0,1,4,64
3760,2,6,0,5,64
3761,3,5,0,5,64
3762,3,6,0,5,64
3763,4,4,0,5,64
3764,4,5,0,5,64
3765,4,6,0,5,64
3766,5,3,0,5,64
3767,5,4,0,5,64
3768,5,5,0,5,64
3769,5,6,0,5,64
3770,6,2,0,5,64
3771,6,3,0,5,64
3772,6,4,0,5,64
3773,6,5,0,5,64
3774,0,0,1,5,64
3775,0,0,2,5,64
3776,0,0,0,0,65
3777,0,2,0,1,65
3778,1,0,0,1,65
3779,1,1,0,1,65
3780,1,2,0,1,65
3781,2,0,0,1,65
3782,2,1,0,1,65
3783,3,0,0,1,65
3784,0,2,0,2,65
3785,0,3,0,2,65
3786,0,4,0,2,65
3787,1,0,0,2,65
3788,1,1,0,2,65
3789,1,2,0,2,65
3790,1,3,0,2,65
3791,2,0,0,2,65
3792,2,1,0,2,65
3793,2,2,0,2,65
3794,3,0,0,2,65
3795,3,1,0,2,65
3796,4,0,0,2,65
3797,0,4,0,3,65
3798,0,5,0,3,65
3799,0,6,0,3,65
3800,1,3,0,3,65
3801,1,4,0,3,65
3802,1,5,0,3,65
3803,1,6,0,3,65
3804,2,2,0,3,65
3805,2,3,0,3,65
3806,2,4,0,3,65
3807,2,5,0,3,65
3808,3,1,0,3,65
3809,3,2,0,3,65
3810,3,3,0,3,65
3811,3,4,0,3,65
3812,4,1,0,3,65
3813,4,2,0,3,65
3814,4,3,0,3,65
3815,5,1,0,3,65
3816,5,2,0,3,65
3817,6,1,0,3,65
3818,0,0,2,3,65
3819,0,6,0,4,65
3820,1,5,0,4,65
3821,1,6,0,4,65
3822,2,4,0,4,65
3823,2,5,0,4,65
3824,2,6,0,4,65
3825,3,3,0,4,65
3826,3,4,0,4,65
3827,3,5,0,4,65
3828,4,2,0,4,65
3829,4,3,0,4,65
3830,4,4,0,4,65
3831,5,1,0,4,65
3832,5,2,0,4,65
3833,5,3,0,4,65
3834,6,1,0,4,65
3835,6,2,0,4,65
3836,0,0,1,4,65
3837,0,0,2,4,65
3838,2,6,0,5,65
3839,3,5,0,5,65
3840,3,6,0,5,65
3841,4,4,0,5,65
3842,4,5,0,5,65
3843,5,3,0,5,65
3844,5,4,0,5,65
3845,6,2,0,5,65
3846,6,3,0,5,65
3847,0,0,1,5,65
3848,0,0,2,5,65
3849,0,0,0,0,66
3850,0,2,0,1,66
3851,0,3,0,1,66
3852,0,4,0,1,66
3853,1,1,0,1,66
3854,1,2,0,1,66
3855,1,3,0,1,66
3856,2,1,0,1,66
3857,2,2,0,1,66
3858,3,1,0,1,66
3859,0,3,0,2,66
3860,0,4,0,2,66
3861,0,5,0,2,66
3862,1,2,0,2,66
3863,1,3,0,2,66
3864,1,4,0,2,66
3865,2,1,0,2,66
3866,2,2,0,2,66
3867,2,3,0,2,66
3868,3,1,0,2,66
3869,3,2,0,2,66
3870,4,1,0,2,66
3871,0,5,0,3,66
3872,0,6,0,3,66
3873,1,4,0,3,66
3874,1,5,0,3,66
3875,1,6,0,3,66
3876,2,3,0,3,66
3877,2,4,0,3,66
3878,2,5,0,3,66
3879,2,6,0,3,66
3880,3,2,0,3,66
3881,3,3,0,3,66
3882,3,4,0,3,66
3883,3,5,0,3,66
3884,4,2,0,3,66
3885,4,3,0,3,66
3886,4,4,0,3,66
3887,5,2,0,3,66
3888,5,3,0,3,66
3889,6,1,0,3,66
3890,0,0,2,3,66
3891,3,6,0,4,66
3892,4,5,0,4,66
3893,4,6,0,4,66
3894,5,4,0,4,66
3895,5,5,0,4,66
3896,6,3,0,4,66
3897,6,4,0,4,66
3898,0,0,1,4,66
3899,0,0,2,4,66
3900,4,6,0,5,66
3901,5,5,0,5,66
3902,5,6,0,5,66
3903,6,4,0,5,66
3904,6,5,0,5,66
3905,6,6,0,5,66
3906,0,0,1,5,66
3907,0,0,2,5,66
3908,0,0,0,0,67
3909,0,1,0,1,67
3910,0,2,0,1,67
3911,0,3,0,1,67
3912,1,1,0,1,67
3913,1,2,0,1,67
3914,1,3,0,1,67
3915,2,0,0,1,67
3916,3,0,0,1,67
3917,4,0,0,1,67
3918,1,2,0,2,67
3919,1,3,0,2,67
3920,1,4,0,2,67
3921,1,5,0,2,67
3922,2,2,0,2,67
3923,2,3,0,2,67
3924,2,4,0,2,67
3925,3,1,0,2,67
3926,3,2,0,2,67
3927,3,3,0,2,67
3928,4,1,0,2,67
3929,4,2,0,2,67
3930,5,1,0,2,67
3931,2,6,0,3,67
3932,3,5,0,3,67
3933,4,4,0,3,67
3934,5,3,0,3,67
3935,6,2,0,3,67
3936,0,0,1,3,67
3937,2,6,0,4,67
3938,3,5,0,4,67
3939,3,6,0,4,67
3940,4,4,0,4,67
3941,4,5,0,4,67
3942,5,3,0,4,67
3943,5,4,0,4,67
3944,6,2,0,4,67
3945,6,3,0,4,67
3946,0,0,1,4,67
3947,0,0,2,4,67
3948,3,6,0,5,67
3949,4,5,0,5,67
3950,4,6,0,5,67
3951,5,4,0,5,67
3952,5,5,0,5,67
3953,5,6,0,5,67
3954,6,3,0,5,67
3955,6,4,0,5,67
3956,6,5,0,5,67
3957,0,0,1,5,67
3958,0,0,2,5,67
3959,0,0,0,0,68
3960,0,1,0,1,68
3961,0,3,0,1,68
3962,1,0,0,1,68
3963,1,1,0,1,68
3964,1,2,0,1,68
3965,2,0,0,1,68
3966,2,1,0,1,68
3967,3,0,0,1,68
3968,0,3,0,2,68
3969,0,4,0,2,68
3970,0,5,0,2,68
3971,1,2,0,2,68
3972,1,3,0,2,68
3973,1,4,0,2,68
3974,2,1,0,2,68
3975,2,2,0,2,68
3976,2,3,0,2,68
3977,3,0,0,2,68
3978,3,1,0,2,68
3979,3,2,0,2,68
3980,4,0,0,2,68
3981,4,1,0,2,68
3982,5,0,0,2,68
3983,0,6,0,3,68
3984,1,5,0,3,68
3985,2,4,0,3,68
3986,3,3,0,3,68
3987,4,2,0,3,68
3988,5,1,0,3,68
3989,1,6,0,4,68
3990,2,5,0,4,68
3991,2,6,0,4,68
3992,3,4,0,4,68
3993,3,5,0,4,68
3994,3,6,0,4,68
3995,4,3,0,4,68
3996,4,4,0,4,68
3997,4,5,0,4,68
3998,5,2,0,4,68
3999,5,3,0,4,68
4000,5,4,0,4,68
4001,6,1,0,4,68
4002,6,2,0,4,68
4003,6,3,0,4,68
4004,0,0,1,4,68
4005,0,0,2,4,68
4006,2,6,0,5,68
4007,3,5,0,5,68
4008,3,6,0,5,68
4009,4,4,0,5,68
4010,4,5,0,5,68
4011,4,6,0,5,68
4012,5,3,0,5,68
4013,5,4,0,5,68
4014,5,5,0,5,68
4015,6,2,0,5,68
4016,6,3,0,5,68
4017,6,4,0,5,68
4018,0,0,1,5,68
4019,0,0,2,5,68
4020,0,0,0,0,69
4021,0,1,0,1,69
4022,1,0,0,1,69
4023,1,1,0,2,69
4024,1,2,0,2,69
4025,1,3,0,2,69
4026,1,4,0,2,69
4027,2,0,0,2,69
4028,2,1,0,2,69
4029,2,2,0,2,69
4030,2,3,0,2,69
4031,3,0,0,2,69
4032,3,1,0,2,69
4033,3,2,0,2,69
4034,4,0,0,2,69
4035,4,1,0,2,69
4036,1,2,0,3,69
4037,1,3,0,3,69
4038,1,4,0,3,69
4039,2,1,0,3,69
4040,2,2,0,3,69
4041,2,3,0,3,69
4042,3,0,0,3,69
4043,3,1,0,3,69
4044,3,2,0,3,69
4045,3,3,0,3,69
4046,4,0,0,3,69
4047,4,1,0,3,69
4048,4,2,0,3,69
4049,5,0,0,3,69
4050,5,1,0,3,69
4051,6,0,0,3,69
4052,1,3,0,4,69
4053,1,4,0,4,69
4054,1,5,0,4,69
4055,1,6,0,4,69
4056,2,2,0,4,69
4057,2,3,0,4,69
4058,2,4,0,4,69
4059,2,5,0,4,69
4060,2,6,0,4,69
4061,3,1,0,4,69
4062,3,2,0,4,69
4063,3,3,0,4,69
4064,3,4,0,4,69
4065,3,5,0,4,69
4066,4,0,0,4,69
4067,4,1,0,4,69
4068,4,2,0,4,69
4069,4,3,0,4,69
4070,4,4,0,4,69
4071,5,0,0,4,69
4072,5,1,0,4,69
4073,5,2,0,4,69
4074,5,3,0,4,69
4075,6,0,0,4,69
4076,6,1,0,4,69
4077,6,2,0,4,69
4078,0,0,1,4,69
4079,0,0,2,4,69
4080,2,6,0,5,69
4081,3,5,0,5,69
4082,3,6,0,5,69
4083,4,4,0,5,69
4084,4,5,0,5,69
4085,5,3,0,5,69
4086,5,4,0,5,69
4087,6,2,0,5,69
4088,6,3,0,5,69
4089,0,0,1,5,69
4090,0,0,2,5,69
4091,0,0,0,0,70
4092,0,1,0,1,70
4093,0,2,0,1,70
4094,0,3,0,1,70
4095,1,0,0,1,70
4096,1,2,0,1,70
4097,2,0,0,1,70
4098,2,1,0,1,70
4099,1,3,0,2,70
4100,1,4,0,2,70
4101,1,5,0,2,70
4102,2,2,0,2,70
4103,2,3,0,2,70
4104,2,4,0,2,70
4105,3,1,0,2,70
4106,3,2,0,2,70
4107,3,3,0,2,70
4108,4,0,0,2,70
4109,4,1,0,2,70
4110,4,2,0,2,70
4111,5,0,0,2,70
4112,5,1,0,2,70
4113,6,0,0,2,70
4114,1,5,0,3,70
4115,1,6,0,3,70
4116,2,4,0,3,70
4117,2,5,0,3,70
4118,3,3,0,3,70
4119,3,4,0,3,70
4120,4,2,0,3,70
4121,4,3,0,3,70
4122,5,1,0,3,70
4123,5,2,0,3,70
4124,6,0,0,3,70
4125,6,1,0,3,70
4126,0,0,1,3,70
4127,1,6,0,4,70
4128,2,5,0,4,70
4129,2,6,0,4,70
4130,3,4,0,4,70
4131,3,5,0,4,70
4132,3,6,0,4,70
4133,4,3,0,4,70
4134,4,4,0,4,70
4135,4,5,0,4,70
4136,5,2,0,4,70
4137,5,3,0,4,70
4138,5,4,0,4,70
4139,6,1,0,4,70
4140,6,2,0,4,70
4141,6,3,0,4,70
4142,0,0,1,4,70
4143,0,0,2,4,70
4144,3,6,0,5,70
4145,4,5,0,5,70
4146,4,6,0,5,70
4147,5,4,0,5,70
4148,5,5,0,5,70
4149,6,3,0,5,70
4150,6,4,0,5,70
4151,0,0,1,5,70
4152,0,0,2,5,70
4153,0,0,0,0,71
4154,0,0,0,1,71
4155,0,1,0,1,71
4156,0,2,0,1,71
4157,1,0,0,1,71
4158,1,1,0,1,71
4159,0,2,0,2,71
4160,0,3,0,2,71
4161,1,1,0,2,71
4162,1,2,0,2,71
4163,1,3,0,2,71
4164,2,0,0,2,71
4165,2,1,0,2,71
4166,2,2,0,2,71
4167,3,0,0,2,71
4168,3,1,0,2,71
4169,4,0,0,2,71
4170,1,4,0,3,71
4171,1,5,0,3,71
4172,2,3,0,3,71
4173,2,4,0,3,71
4174,2,5,0,3,71
4175,3,2,0,3,71
4176,3,3,0,3,71
4177,3,4,0,3,71
4178,3,5,0,3,71
4179,4,1,0,3,71
4180,4,2,0,3,71
4181,4,3,0,3,71
4182,4,4,0,3,71
4183,4,5,0,3,71
4184,5,0,0,3,71
4185,5,1,0,3,71
4186,5,2,0,3,71
4187,5,3,0,3,71
4188,5,4,0,3,71
4189,6,0,0,3,71
4190,6,1,0,3,71
4191,6,2,0,3,71
4192,6,3,0,3,71
4193,0,0,1,3,71
4194,4,6,0,4,71
4195,5,5,0,4,71
4196,5,6,0,4,71
4197,6,4,0,4,71
4198,6,5,0,4,71
4199,6,6,0,4,71
4200,0,0,1,4,71
4201,0,0,2,4,71
4202,0,0,1,5,71
4203,0,0,2,5,71
4204,0,0,0,0,72
4205,1,0,0,1,72
4206,1,1,0,1,72
4207,1,2,0,1,72
4208,2,0,0,1,72
4209,2,1,0,1,72
4210,2,2,0,1,72
4211,3,0,0,1,72
4212,3,1,0,1,72
4213,2,4,0,2,72
4214,3,3,0,2,72
4215,3,4,0,2,72
4216,4,2,0,2,72
